"_ano_pesquisa","dimensao","cargo_atual","setor","valor","qtd_respondentes"
"2023","uso_individual_ia","DBA/Administrador de Banco de Dados","Tecnologia/Fábrica de Software","Não utilizo nenhum tipo de solução de IA Generativa para melhorar a produtividade no dia a dia.","1"
"2023","uso_individual_ia","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Internet/Ecommerce","Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.","1"
"2023","uso_individual_ia","Analista de Dados/Data Analyst","Setor de Energia","Utilizo soluções no estilo ""Copilot"" (exemplo: Github Copilot, Amazon CodeWhisperer ou ChatGPT Plus) para ter mais produtividade no dia a dia.","1"
"2023","uso_individual_ia","Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)","Setor Farmaceutico","Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.","1"
"2023","uso_individual_ia","Analista de BI/BI Analyst","Seguros ou Previdência","Não utilizo nenhum tipo de solução de IA Generativa para melhorar a produtividade no dia a dia.","1"
"2023","uso_individual_ia","Outra Opção","Setor Farmaceutico","Não utilizo nenhum tipo de solução de IA Generativa para melhorar a produtividade no dia a dia.","1"
"2023","uso_individual_ia","Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)","Finanças ou Bancos","Utilizo soluções pagas de AI Generativa (como por exemplo ChatGPT plus, MidJourney etc) e pago do meu próprio bolso.","1"
"2023","uso_individual_ia","Engenheiro de Dados/Data Engineer/Data Architect","Filantropia/ONG's","Não utilizo nenhum tipo de solução de IA Generativa para melhorar a produtividade no dia a dia.","1"
"2023","uso_individual_ia","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Entretenimento ou Esportes","Utilizo soluções no estilo ""Copilot"" (exemplo: Github Copilot, Amazon CodeWhisperer ou ChatGPT Plus) para ter mais produtividade no dia a dia.","1"
"2023","uso_individual_ia","Analytics Engineer","Setor de Energia","Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.","1"
"2023","uso_individual_ia","Economista","Indústria","Não utilizo nenhum tipo de solução de IA Generativa para melhorar a produtividade no dia a dia.","1"
"2023","uso_individual_ia","Analytics Engineer","Marketing","Utilizo soluções pagas de AI Generativa (como por exemplo ChatGPT plus, MidJourney etc) e a empresa em que trabalho paga pela solução.","1"
"2023","uso_individual_ia","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Educação","Utilizo soluções pagas de AI Generativa (como por exemplo ChatGPT plus, MidJourney etc) e a empresa em que trabalho paga pela solução.","1"
"2023","uso_individual_ia","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Outra Opção","Utilizo soluções pagas de AI Generativa (como por exemplo ChatGPT plus, MidJourney etc) e pago do meu próprio bolso.","1"
"2023","uso_individual_ia","Outra Opção","Marketing","Não utilizo nenhum tipo de solução de IA Generativa para melhorar a produtividade no dia a dia.","1"
"2023","uso_individual_ia","Analista de Negócios/Business Analyst","Outra Opção","Utilizo soluções pagas de AI Generativa (como por exemplo ChatGPT plus, MidJourney etc) e pago do meu próprio bolso.","1"
"2023","uso_individual_ia","Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)","Finanças ou Bancos","Utilizo soluções pagas de AI Generativa (como por exemplo ChatGPT plus, MidJourney etc) e a empresa em que trabalho paga pela solução.","1"
"2023","uso_individual_ia","Economista","Tecnologia/Fábrica de Software","Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.","1"
"2023","uso_individual_ia","Analista de Negócios/Business Analyst","Outra Opção","Utilizo soluções pagas de AI Generativa (como por exemplo ChatGPT plus, MidJourney etc) e a empresa em que trabalho paga pela solução.","1"
"2023","uso_individual_ia","Analista de Suporte/Analista Técnico","Varejo","Não utilizo nenhum tipo de solução de IA Generativa para melhorar a produtividade no dia a dia.","1"
"2023","uso_individual_ia","Professor/Pesquisador","Outra Opção","Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.","1"
"2023","uso_individual_ia","Outras Engenharias (não inclui dev)","Área de Consultoria","Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.","1"
"2023","uso_individual_ia","Cientista de Dados/Data Scientist","Setor Alimentício","Não utilizo nenhum tipo de solução de IA Generativa para melhorar a produtividade no dia a dia.","1"
"2023","uso_individual_ia","Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)","Internet/Ecommerce","Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.","1"
"2023","uso_individual_ia","Analista de BI/BI Analyst","Educação","Utilizo soluções no estilo ""Copilot"" (exemplo: Github Copilot, Amazon CodeWhisperer ou ChatGPT Plus) para ter mais produtividade no dia a dia.","1"
"2023","uso_individual_ia","Analytics Engineer","Setor Automotivo","Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.","1"
"2023","uso_individual_ia","Analista de BI/BI Analyst","Setor Público","Utilizo soluções no estilo ""Copilot"" (exemplo: Github Copilot, Amazon CodeWhisperer ou ChatGPT Plus) para ter mais produtividade no dia a dia.","1"
"2023","uso_individual_ia","Analytics Engineer","Educação","Utilizo soluções pagas de AI Generativa (como por exemplo ChatGPT plus, MidJourney etc) e pago do meu próprio bolso.","1"
"2023","uso_individual_ia","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Internet/Ecommerce","Utilizo soluções pagas de AI Generativa (como por exemplo ChatGPT plus, MidJourney etc) e pago do meu próprio bolso.","1"
"2023","uso_individual_ia","Analista de Dados/Data Analyst","Setor Imobiliário/ Construção Civil","Não utilizo nenhum tipo de solução de IA Generativa para melhorar a produtividade no dia a dia.","1"
"2023","uso_individual_ia","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Indústria","Utilizo soluções no estilo ""Copilot"" (exemplo: Github Copilot, Amazon CodeWhisperer ou ChatGPT Plus) para ter mais produtividade no dia a dia.","1"
"2023","uso_individual_ia","Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)","Educação","Utilizo soluções pagas de AI Generativa (como por exemplo ChatGPT plus, MidJourney etc) e pago do meu próprio bolso.","1"
"2023","uso_individual_ia","Engenheiro de Dados/Data Engineer/Data Architect","Agronegócios","Utilizo soluções no estilo ""Copilot"" (exemplo: Github Copilot, Amazon CodeWhisperer ou ChatGPT Plus) para ter mais produtividade no dia a dia.","1"
"2023","uso_individual_ia","Analista de BI/BI Analyst","Varejo","Utilizo soluções pagas de AI Generativa (como por exemplo ChatGPT plus, MidJourney etc) e a empresa em que trabalho paga pela solução.","1"
"2023","uso_individual_ia","Analytics Engineer","Setor Alimentício","Utilizo soluções pagas de AI Generativa (como por exemplo ChatGPT plus, MidJourney etc) e a empresa em que trabalho paga pela solução.","1"
"2023","uso_individual_ia","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Finanças ou Bancos","Utilizo soluções pagas de AI Generativa (como por exemplo ChatGPT plus, MidJourney etc) e a empresa em que trabalho paga pela solução.","1"
"2023","uso_individual_ia","Analista de Suporte/Analista Técnico","Setor Imobiliário/ Construção Civil","Não utilizo nenhum tipo de solução de IA Generativa para melhorar a produtividade no dia a dia.","1"
"2023","uso_individual_ia","Outras Engenharias (não inclui dev)","Tecnologia/Fábrica de Software","Não utilizo nenhum tipo de solução de IA Generativa para melhorar a produtividade no dia a dia.","1"
"2023","uso_individual_ia","Outra Opção","Agronegócios","Utilizo soluções no estilo ""Copilot"" (exemplo: Github Copilot, Amazon CodeWhisperer ou ChatGPT Plus) para ter mais produtividade no dia a dia.","1"
"2023","uso_individual_ia","Outra Opção","Setor Imobiliário/ Construção Civil","Não utilizo nenhum tipo de solução de IA Generativa para melhorar a produtividade no dia a dia.","1"
"2023","uso_individual_ia","DBA/Administrador de Banco de Dados","Indústria","Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.","1"
"2023","uso_individual_ia","Analista de Dados/Data Analyst","Internet/Ecommerce","Utilizo soluções pagas de AI Generativa (como por exemplo ChatGPT plus, MidJourney etc) e pago do meu próprio bolso.","1"
"2023","uso_individual_ia","Analista de Dados/Data Analyst","Área da Saúde","Utilizo soluções pagas de AI Generativa (como por exemplo ChatGPT plus, MidJourney etc) e a empresa em que trabalho paga pela solução.","1"
"2023","uso_individual_ia","Analista de Suporte/Analista Técnico","Educação","Não utilizo nenhum tipo de solução de IA Generativa para melhorar a produtividade no dia a dia.","1"
"2023","uso_individual_ia","Analista de Inteligência de Mercado/Market Intelligence","Telecomunicação","Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.","1"
"2023","uso_individual_ia","Outras Engenharias (não inclui dev)","Filantropia/ONG's","Utilizo soluções no estilo ""Copilot"" (exemplo: Github Copilot, Amazon CodeWhisperer ou ChatGPT Plus) para ter mais produtividade no dia a dia.","1"
"2023","uso_individual_ia","Estatístico","Outra Opção","Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.","1"
"2023","uso_individual_ia","Economista","Setor Público","Não utilizo nenhum tipo de solução de IA Generativa para melhorar a produtividade no dia a dia.","1"
"2023","uso_individual_ia","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Entretenimento ou Esportes","Utilizo soluções no estilo ""Copilot"" (exemplo: Github Copilot, Amazon CodeWhisperer ou ChatGPT Plus) para ter mais produtividade no dia a dia.","1"
"2023","uso_individual_ia","Analista de Dados/Data Analyst","Área de Consultoria","Utilizo soluções pagas de AI Generativa (como por exemplo ChatGPT plus, MidJourney etc) e a empresa em que trabalho paga pela solução.","1"
"2023","uso_individual_ia","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Outra Opção","Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.","1"
"2023","uso_individual_ia","Analytics Engineer","Indústria","Utilizo soluções pagas de AI Generativa (como por exemplo ChatGPT plus, MidJourney etc) e pago do meu próprio bolso.","1"
"2023","uso_individual_ia","Outra Opção","Seguros ou Previdência","Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.","1"
"2023","uso_individual_ia","Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)","Agronegócios","Não utilizo nenhum tipo de solução de IA Generativa para melhorar a produtividade no dia a dia.","1"
"2023","uso_individual_ia","Analista de Dados/Data Analyst","Setor Alimentício","Utilizo soluções pagas de AI Generativa (como por exemplo ChatGPT plus, MidJourney etc) e a empresa em que trabalho paga pela solução.","1"
"2023","uso_individual_ia","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Outra Opção","Utilizo soluções pagas de AI Generativa (como por exemplo ChatGPT plus, MidJourney etc) e pago do meu próprio bolso.","1"
"2023","uso_individual_ia","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Outra Opção","Utilizo soluções no estilo ""Copilot"" (exemplo: Github Copilot, Amazon CodeWhisperer ou ChatGPT Plus) para ter mais produtividade no dia a dia.","1"
"2023","uso_individual_ia","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Entretenimento ou Esportes","Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.","1"
"2023","uso_individual_ia","Analista de Inteligência de Mercado/Market Intelligence","Entretenimento ou Esportes","Utilizo soluções pagas de AI Generativa (como por exemplo ChatGPT plus, MidJourney etc) e pago do meu próprio bolso.","1"
"2023","uso_individual_ia","Engenheiro de Dados/Data Engineer/Data Architect","Setor Público","Utilizo soluções no estilo ""Copilot"" (exemplo: Github Copilot, Amazon CodeWhisperer ou ChatGPT Plus) para ter mais produtividade no dia a dia.","1"
"2023","uso_individual_ia","Analista de Inteligência de Mercado/Market Intelligence","Indústria","Utilizo soluções no estilo ""Copilot"" (exemplo: Github Copilot, Amazon CodeWhisperer ou ChatGPT Plus) para ter mais produtividade no dia a dia.","1"
"2023","uso_individual_ia","Analista de BI/BI Analyst","Setor Farmaceutico","Utilizo soluções pagas de AI Generativa (como por exemplo ChatGPT plus, MidJourney etc) e pago do meu próprio bolso.","1"
"2023","uso_individual_ia","Analista de BI/BI Analyst","Setor Farmaceutico","Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.","1"
"2023","uso_individual_ia","Analista de BI/BI Analyst","Educação","Utilizo soluções pagas de AI Generativa (como por exemplo ChatGPT plus, MidJourney etc) e pago do meu próprio bolso.","1"
"2023","uso_individual_ia","Analista de BI/BI Analyst","Área de Consultoria","Utilizo soluções pagas de AI Generativa (como por exemplo ChatGPT plus, MidJourney etc) e a empresa em que trabalho paga pela solução.","1"
"2023","uso_individual_ia","Analytics Engineer","Telecomunicação","Não utilizo nenhum tipo de solução de IA Generativa para melhorar a produtividade no dia a dia.","1"
"2023","uso_individual_ia","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Educação","Utilizo soluções no estilo ""Copilot"" (exemplo: Github Copilot, Amazon CodeWhisperer ou ChatGPT Plus) para ter mais produtividade no dia a dia.","1"
"2023","uso_individual_ia","Professor/Pesquisador","Outra Opção","Utilizo soluções pagas de AI Generativa (como por exemplo ChatGPT plus, MidJourney etc) e pago do meu próprio bolso.","1"
"2023","uso_individual_ia","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Entretenimento ou Esportes","Utilizo soluções pagas de AI Generativa (como por exemplo ChatGPT plus, MidJourney etc) e a empresa em que trabalho paga pela solução.","1"
"2023","uso_individual_ia","Analytics Engineer","Área da Saúde","Utilizo soluções pagas de AI Generativa (como por exemplo ChatGPT plus, MidJourney etc) e pago do meu próprio bolso.","1"
"2023","uso_individual_ia","DBA/Administrador de Banco de Dados","Tecnologia/Fábrica de Software","Utilizo soluções no estilo ""Copilot"" (exemplo: Github Copilot, Amazon CodeWhisperer ou ChatGPT Plus) para ter mais produtividade no dia a dia.","1"
"2023","uso_individual_ia","DBA/Administrador de Banco de Dados","Setor Alimentício","Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.","1"
"2023","uso_individual_ia","Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)","Educação","Utilizo soluções pagas de AI Generativa (como por exemplo ChatGPT plus, MidJourney etc) e a empresa em que trabalho paga pela solução.","1"
"2023","uso_individual_ia","Engenheiro de Dados/Data Engineer/Data Architect","Seguros ou Previdência","Utilizo soluções pagas de AI Generativa (como por exemplo ChatGPT plus, MidJourney etc) e a empresa em que trabalho paga pela solução.","1"
"2023","uso_individual_ia","Analista de Negócios/Business Analyst","Indústria","Utilizo soluções pagas de AI Generativa (como por exemplo ChatGPT plus, MidJourney etc) e pago do meu próprio bolso.","1"
"2023","uso_individual_ia","Analista de Negócios/Business Analyst","Entretenimento ou Esportes","Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.","1"
"2023","uso_individual_ia","Analista de Suporte/Analista Técnico","Seguros ou Previdência","Não utilizo nenhum tipo de solução de IA Generativa para melhorar a produtividade no dia a dia.","1"
"2023","uso_individual_ia","Analista de Suporte/Analista Técnico","Área de Consultoria","Não utilizo nenhum tipo de solução de IA Generativa para melhorar a produtividade no dia a dia.","1"
"2023","uso_individual_ia","Analista de Negócios/Business Analyst","Entretenimento ou Esportes","Utilizo soluções pagas de AI Generativa (como por exemplo ChatGPT plus, MidJourney etc) e pago do meu próprio bolso.","1"
"2023","uso_individual_ia","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Entretenimento ou Esportes","Não utilizo nenhum tipo de solução de IA Generativa para melhorar a produtividade no dia a dia.","1"
"2023","uso_individual_ia","Analista de BI/BI Analyst","Área da Saúde","Utilizo soluções pagas de AI Generativa (como por exemplo ChatGPT plus, MidJourney etc) e a empresa em que trabalho paga pela solução.","1"
"2023","uso_individual_ia","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Indústria","Utilizo soluções no estilo ""Copilot"" (exemplo: Github Copilot, Amazon CodeWhisperer ou ChatGPT Plus) para ter mais produtividade no dia a dia.","1"
"2023","uso_individual_ia","Analista de Negócios/Business Analyst","Setor Alimentício","Não utilizo nenhum tipo de solução de IA Generativa para melhorar a produtividade no dia a dia.","1"
"2023","uso_individual_ia","Engenheiro de Dados/Data Engineer/Data Architect","Telecomunicação","Não utilizo nenhum tipo de solução de IA Generativa para melhorar a produtividade no dia a dia.","1"
"2023","uso_individual_ia","Estatístico","Indústria","Utilizo soluções pagas de AI Generativa (como por exemplo ChatGPT plus, MidJourney etc) e pago do meu próprio bolso.","1"
"2023","uso_individual_ia","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Telecomunicação","Utilizo soluções pagas de AI Generativa (como por exemplo ChatGPT plus, MidJourney etc) e pago do meu próprio bolso.","1"
"2023","uso_individual_ia","Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)","Setor Automotivo","Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.","1"
"2023","uso_individual_ia","Engenheiro de Dados/Data Engineer/Data Architect","Setor Imobiliário/ Construção Civil","Utilizo soluções pagas de AI Generativa (como por exemplo ChatGPT plus, MidJourney etc) e a empresa em que trabalho paga pela solução.","1"
"2023","uso_individual_ia","Outra Opção","Área de Consultoria","Não utilizo nenhum tipo de solução de IA Generativa para melhorar a produtividade no dia a dia.","1"
"2023","uso_individual_ia","Professor/Pesquisador","Tecnologia/Fábrica de Software","Utilizo soluções pagas de AI Generativa (como por exemplo ChatGPT plus, MidJourney etc) e a empresa em que trabalho paga pela solução.","1"
"2023","uso_individual_ia","Engenheiro de Dados/Data Engineer/Data Architect","Telecomunicação","Utilizo soluções pagas de AI Generativa (como por exemplo ChatGPT plus, MidJourney etc) e a empresa em que trabalho paga pela solução.","1"
"2023","uso_individual_ia","Analista de Negócios/Business Analyst","Setor Público","Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.","1"
"2023","uso_individual_ia","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Setor de Energia","Utilizo soluções no estilo ""Copilot"" (exemplo: Github Copilot, Amazon CodeWhisperer ou ChatGPT Plus) para ter mais produtividade no dia a dia.","1"
"2023","uso_individual_ia","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Varejo","Não utilizo nenhum tipo de solução de IA Generativa para melhorar a produtividade no dia a dia.","1"
"2023","uso_individual_ia","Professor/Pesquisador","Educação","Não utilizo nenhum tipo de solução de IA Generativa para melhorar a produtividade no dia a dia.","1"
"2023","uso_individual_ia","Outras Engenharias (não inclui dev)","Outra Opção","Utilizo soluções no estilo ""Copilot"" (exemplo: Github Copilot, Amazon CodeWhisperer ou ChatGPT Plus) para ter mais produtividade no dia a dia.","1"
"2023","uso_individual_ia","Outra Opção","Filantropia/ONG's","Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.","1"
"2023","uso_individual_ia","Analista de Dados/Data Analyst","Entretenimento ou Esportes","Não utilizo nenhum tipo de solução de IA Generativa para melhorar a produtividade no dia a dia.","1"
"2023","uso_individual_ia","Analista de Negócios/Business Analyst","Entretenimento ou Esportes","Não utilizo nenhum tipo de solução de IA Generativa para melhorar a produtividade no dia a dia.","1"
"2023","uso_individual_ia","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Outra Opção","Não utilizo nenhum tipo de solução de IA Generativa para melhorar a produtividade no dia a dia.","1"
"2023","uso_individual_ia","Outras Engenharias (não inclui dev)","Entretenimento ou Esportes","Não utilizo nenhum tipo de solução de IA Generativa para melhorar a produtividade no dia a dia.","1"
"2023","uso_individual_ia","Cientista de Dados/Data Scientist","Filantropia/ONG's","Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.","1"
"2023","uso_individual_ia","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Educação","Não utilizo nenhum tipo de solução de IA Generativa para melhorar a produtividade no dia a dia.","1"
"2023","uso_individual_ia","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Área de Consultoria","Utilizo soluções pagas de AI Generativa (como por exemplo ChatGPT plus, MidJourney etc) e pago do meu próprio bolso.","1"
"2023","uso_individual_ia","Analista de Dados/Data Analyst","Telecomunicação","Utilizo soluções no estilo ""Copilot"" (exemplo: Github Copilot, Amazon CodeWhisperer ou ChatGPT Plus) para ter mais produtividade no dia a dia.","1"
"2023","uso_individual_ia","Cientista de Dados/Data Scientist","Entretenimento ou Esportes","Utilizo soluções pagas de AI Generativa (como por exemplo ChatGPT plus, MidJourney etc) e a empresa em que trabalho paga pela solução.","1"
"2023","uso_individual_ia","Analista de BI/BI Analyst","Setor Automotivo","Utilizo soluções no estilo ""Copilot"" (exemplo: Github Copilot, Amazon CodeWhisperer ou ChatGPT Plus) para ter mais produtividade no dia a dia.","1"
"2023","uso_individual_ia","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Telecomunicação","Utilizo soluções no estilo ""Copilot"" (exemplo: Github Copilot, Amazon CodeWhisperer ou ChatGPT Plus) para ter mais produtividade no dia a dia.","1"
"2023","uso_individual_ia","Analista de Suporte/Analista Técnico","Seguros ou Previdência","Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.","1"
"2023","uso_individual_ia","Outra Opção","Setor Público","Utilizo soluções pagas de AI Generativa (como por exemplo ChatGPT plus, MidJourney etc) e a empresa em que trabalho paga pela solução.","1"
"2023","uso_individual_ia","Cientista de Dados/Data Scientist","Entretenimento ou Esportes","Utilizo soluções pagas de AI Generativa (como por exemplo ChatGPT plus, MidJourney etc) e pago do meu próprio bolso.","1"
"2023","uso_individual_ia","Cientista de Dados/Data Scientist","Setor Automotivo","Não utilizo nenhum tipo de solução de IA Generativa para melhorar a produtividade no dia a dia.","1"
"2023","uso_individual_ia","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Internet/Ecommerce","Utilizo soluções pagas de AI Generativa (como por exemplo ChatGPT plus, MidJourney etc) e a empresa em que trabalho paga pela solução.","1"
"2023","uso_individual_ia","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Setor Alimentício","Utilizo soluções no estilo ""Copilot"" (exemplo: Github Copilot, Amazon CodeWhisperer ou ChatGPT Plus) para ter mais produtividade no dia a dia.","1"
"2023","uso_individual_ia","Analista de Negócios/Business Analyst","Marketing","Utilizo soluções pagas de AI Generativa (como por exemplo ChatGPT plus, MidJourney etc) e a empresa em que trabalho paga pela solução.","1"
"2023","uso_individual_ia","Analista de Suporte/Analista Técnico","Agronegócios","Não utilizo nenhum tipo de solução de IA Generativa para melhorar a produtividade no dia a dia.","1"
"2023","uso_individual_ia","Analista de Dados/Data Analyst","Telecomunicação","Utilizo soluções pagas de AI Generativa (como por exemplo ChatGPT plus, MidJourney etc) e a empresa em que trabalho paga pela solução.","1"
"2023","uso_individual_ia","Analista de BI/BI Analyst","Setor Alimentício","Não utilizo nenhum tipo de solução de IA Generativa para melhorar a produtividade no dia a dia.","1"
"2023","uso_individual_ia","Analista de Negócios/Business Analyst","Indústria","Utilizo soluções no estilo ""Copilot"" (exemplo: Github Copilot, Amazon CodeWhisperer ou ChatGPT Plus) para ter mais produtividade no dia a dia.","1"
"2023","uso_individual_ia","Cientista de Dados/Data Scientist","Setor Farmaceutico","Utilizo soluções no estilo ""Copilot"" (exemplo: Github Copilot, Amazon CodeWhisperer ou ChatGPT Plus) para ter mais produtividade no dia a dia.","1"
"2023","uso_individual_ia","Estatístico","Finanças ou Bancos","Não utilizo nenhum tipo de solução de IA Generativa para melhorar a produtividade no dia a dia.","1"
"2023","uso_individual_ia","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Área de Consultoria","Não utilizo nenhum tipo de solução de IA Generativa para melhorar a produtividade no dia a dia.","1"
"2023","uso_individual_ia","Economista","Finanças ou Bancos","Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.","1"
"2023","uso_individual_ia","Engenheiro de Dados/Data Engineer/Data Architect","Setor Automotivo","Utilizo soluções pagas de AI Generativa (como por exemplo ChatGPT plus, MidJourney etc) e a empresa em que trabalho paga pela solução.","1"
"2023","uso_individual_ia","Cientista de Dados/Data Scientist","Internet/Ecommerce","Não utilizo nenhum tipo de solução de IA Generativa para melhorar a produtividade no dia a dia.","1"
"2023","uso_individual_ia","Analista de Suporte/Analista Técnico","Outra Opção","Utilizo soluções pagas de AI Generativa (como por exemplo ChatGPT plus, MidJourney etc) e pago do meu próprio bolso.","1"
"2023","uso_individual_ia","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Área da Saúde","Não utilizo nenhum tipo de solução de IA Generativa para melhorar a produtividade no dia a dia.","1"
"2023","uso_individual_ia","Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)","Setor de Energia","Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.","1"
"2023","uso_individual_ia","Economista","Finanças ou Bancos","Utilizo soluções no estilo ""Copilot"" (exemplo: Github Copilot, Amazon CodeWhisperer ou ChatGPT Plus) para ter mais produtividade no dia a dia.","1"
"2023","uso_individual_ia","Economista","Área de Consultoria","Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.","1"
"2023","uso_individual_ia","Engenheiro de Dados/Data Engineer/Data Architect","Setor Imobiliário/ Construção Civil","Utilizo soluções pagas de AI Generativa (como por exemplo ChatGPT plus, MidJourney etc) e pago do meu próprio bolso.","1"
"2023","uso_individual_ia","Analista de Negócios/Business Analyst","Outra Opção","Não utilizo nenhum tipo de solução de IA Generativa para melhorar a produtividade no dia a dia.","1"
"2023","uso_individual_ia","Analista de Negócios/Business Analyst","Área de Consultoria","Utilizo soluções pagas de AI Generativa (como por exemplo ChatGPT plus, MidJourney etc) e pago do meu próprio bolso.","1"
"2023","uso_individual_ia","Analista de Inteligência de Mercado/Market Intelligence","Setor Alimentício","Não utilizo nenhum tipo de solução de IA Generativa para melhorar a produtividade no dia a dia.","1"
"2023","uso_individual_ia","Analista de Suporte/Analista Técnico","Setor Alimentício","Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.","1"
"2023","uso_individual_ia","Analista de Suporte/Analista Técnico","Indústria","Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.","1"
"2023","uso_individual_ia","Analista de BI/BI Analyst","Setor Automotivo","Utilizo soluções pagas de AI Generativa (como por exemplo ChatGPT plus, MidJourney etc) e a empresa em que trabalho paga pela solução.","1"
"2023","uso_individual_ia","Analista de Dados/Data Analyst","Varejo","Utilizo soluções pagas de AI Generativa (como por exemplo ChatGPT plus, MidJourney etc) e a empresa em que trabalho paga pela solução.","1"
"2023","uso_individual_ia","Estatístico","Área da Saúde","Não utilizo nenhum tipo de solução de IA Generativa para melhorar a produtividade no dia a dia.","1"
"2023","uso_individual_ia","Analytics Engineer","Marketing","Não utilizo nenhum tipo de solução de IA Generativa para melhorar a produtividade no dia a dia.","1"
"2023","uso_individual_ia","Analytics Engineer","Indústria","Utilizo soluções pagas de AI Generativa (como por exemplo ChatGPT plus, MidJourney etc) e a empresa em que trabalho paga pela solução.","1"
